Dimension_0	Dimension_1	Dimension_2	Dimension_3	Dimension_4	DataSet	KxCount	Weight	TargetMean	Variance	NormalProfit
2	0	1	0	0	1	9	9	0	0	0
2	0	1	0	1	1	15	15	0	0	0
2	0	1	0	2	1	9	9	0	0	0
2	0	1	0	3	1	4	4	0.25	0.020833333333333332	0
2	0	1	1	0	0	9	9	0.1111111111111111	0.0015432098765432098	0
2	0	1	1	1	0	14	14	0.071428571428571425	0.00039246467817896386	0
2	0	1	1	2	0	4	4	0	0	0
2	0	1	1	3	0	3	3	0	0	0
2	0	1	1	0	1	2	2	0	0	0
2	0	1	1	1	1	6	6	0	0	0
2	0	1	1	2	1	1	1	0	0	0
2	0	1	2	0	0	14	14	0	0	0
2	0	1	2	1	0	23	23	0.043478260869565216	8.5925416738271158e-005	0
2	0	1	2	2	0	11	11	0	0	0
2	0	1	2	3	0	6	6	0	0	0
2	0	1	2	0	1	6	6	0.16666666666666669	0.0055555555555555558	0
2	0	1	2	1	1	15	15	0	0	0
2	0	1	2	2	1	5	5	0	0	0
2	0	1	2	3	1	2	2	0	0	0
2	0	1	3	0	0	36	36	0	0	0
2	0	1	3	1	0	64	64	0.031250000000000014	1.5500992063492076e-005	0
2	0	1	3	2	0	32	32	0	0	0
2	0	1	3	3	0	13	13	0	0	0
2	0	1	3	0	1	15	15	0	0	0
2	0	1	3	1	1	21	21	0	0	0
2	0	1	3	2	1	9	9	0	0	0
2	0	1	3	3	1	1	1	0	0	0
2	0	1	4	0	0	3	3	0	0	0
2	0	1	4	1	0	6	6	0.16666666666666669	0.0055555555555555558	0
2	0	1	4	2	0	3	3	0	0	0
2	0	1	4	3	0	1	1	0	0	0
2	0	1	4	1	1	3	3	0	0	0
2	1	0	0	0	0	28	28	0	0	0
2	1	0	0	1	0	57	57	0.12280701754385967	0.00026931363496460458	0
2	1	0	0	2	0	21	21	0.047619047619047616	0.00011337868480725623	0
2	1	0	0	3	0	9	9	0.22222222222222221	0.0061728395061728392	0
2	1	0	0	0	1	10	10	0	0	0
2	1	0	0	1	1	19	19	0.15789473684210528	0.0013850415512465378	0
2	1	0	0	2	1	7	7	0	0	0
2	1	0	0	3	1	3	3	0	0	0
2	1	0	1	0	0	4	4	0.25	0.1875	0
2	1	0	1	1	0	12	12	0	0	0
2	1	0	1	2	0	1	1	0	0	0
2	1	0	1	3	0	2	2	0	0	0
2	1	0	1	0	1	2	2	0	0	0
2	1	0	1	1	1	6	6	0	0	0
2	1	0	1	2	1	3	3	0	0	0
2	1	0	1	3	1	1	1	0	0	0
2	1	0	2	0	0	16	16	0	0	0
2	1	0	2	1	0	29	29	0.10344827586206896	0.00038219806352981145	0
2	1	0	2	2	0	11	11	0	0	0
2	1	0	2	3	0	6	6	0.16666666666666666	0.1388888888888889	0
2	1	0	2	0	1	3	3	0	0	0
2	1	0	2	1	1	14	14	0	0	0
2	1	0	2	2	1	1	1	0	0	0
2	1	0	3	0	0	33	33	0.15151515151515157	0.022497704315886137	0
2	1	0	3	1	0	52	52	0.096153846153846173	0.00018128553196426503	0
2	1	0	3	2	0	21	21	0	0	0
2	1	0	3	3	0	12	12	0.16666666666666669	0.0025252525252525259	0
2	1	0	3	0	1	14	14	0	0	0
2	1	0	3	1	1	13	13	0.15384615384615383	0.0019723865877712028	0
2	1	0	3	2	1	11	11	0.090909090909090898	0.00082644628099173552	0
2	1	0	4	0	0	4	4	0	0	0
2	1	0	4	1	0	7	7	0.14285714285714285	0.12244897959183673	0
2	1	0	4	2	0	1	1	1	0	0
2	1	0	4	3	0	1	1	0	0	0
2	1	0	4	0	1	1	1	0	0	0
2	1	0	4	1	1	4	4	0	0	0
2	1	0	4	2	1	2	2	0	0	0
2	1	0	4	3	1	1	1	0	0	0
2	1	1	0	0	0	22	22	0.090909090909090912	0.039354584809130261	0
2	1	1	0	1	0	66	66	0	0	0
2	1	1	0	2	0	31	31	0	0	0
2	1	1	0	3	0	5	5	0	0	0
2	1	1	0	0	1	3	3	0	0	0
2	1	1	0	1	1	23	23	0.043478260869565209	8.5925416738271158e-005	0
2	1	1	0	2	1	10	10	0	0	0
2	1	1	0	3	1	2	2	0	0	0
2	1	1	1	0	0	4	4	0	0	0
2	1	1	1	1	0	10	10	0	0	0
2	1	1	1	2	0	4	4	0	0	0
2	1	1	1	3	0	1	1	0	0	0
2	1	1	1	0	1	3	3	0	0	0
2	1	1	1	1	1	2	2	0	0	0
2	1	1	1	2	1	2	2	0	0	0
2	1	1	2	0	0	11	11	0	0	0
2	1	1	2	1	0	29	29	0	0	0
2	1	1	2	2	0	4	4	0	0	0
2	1	1	2	3	0	4	4	0	0	0
2	1	1	2	0	1	9	9	0	0	0
2	1	1	2	1	1	7	7	0.28571428571428575	0.013605442176870751	0
2	1	1	2	2	1	1	1	0	0	0
2	1	1	2	3	1	4	4	0	0	0
2	1	1	3	0	0	32	32	0.031250000000000007	3.1502016129032271e-005	0
2	1	1	3	1	0	68	68	0.044117647058823532	2.9050250477715237e-005	0
2	1	1	3	2	0	21	21	0	0	0
2	1	1	3	3	0	4	4	0	0	0
2	1	1	3	0	1	6	6	0	0	0
2	1	1	3	1	1	16	16	0.0625	0.00026041666666666666	0
2	1	1	3	2	1	5	5	0	0	0
2	1	1	3	3	1	4	4	0	0	0
2	1	1	4	0	0	5	5	0.20000000000000001	0.010000000000000002	0
2	1	1	4	1	0	3	3	0	0	0
2	1	1	4	2	0	1	1	0	0	0
2	1	1	4	3	0	1	1	0	0	0
2	1	1	4	0	1	2	2	0.5	0.25	0
2	1	1	4	1	1	3	3	0	0	0
2	1	1	4	3	1	1	1	0	0	0
2	2	0	0	0	0	22	22	0.090909090909090912	0.00039354584809130262	0
2	2	0	0	1	0	53	53	0.169811320754717	0.0005545362433934882	0
2	2	0	0	2	0	23	23	0.086956521739130432	0.00034370166695308463	0
2	2	0	0	3	0	11	11	0.18181818181818185	0.0033057851239669429	0
2	2	0	0	0	1	10	10	0.099999999999999992	0.0011111111111111109	0
2	2	0	0	1	1	18	18	0.22222222222222227	0.00290486564996369	0
2	2	0	0	2	1	4	4	0	0	0
2	2	0	0	3	1	5	5	0.40000000000000002	0.040000000000000008	0
2	2	0	1	0	0	3	3	0	0	0
2	2	0	1	1	0	13	13	0.076923076923076927	0.00049309664694280092	0
2	2	0	1	2	0	3	3	0	0	0
2	2	0	1	3	0	2	2	0	0	0
2	2	0	1	2	1	1	1	0	0	0
2	2	0	1	3	1	1	1	0	0	0
2	2	0	2	0	0	4	4	0.25	0.020833333333333336	0
2	2	0	2	1	0	36	36	0.083333333333333343	0.00019841269841269844	0
2	2	0	2	2	0	10	10	0.19999999999999998	0.0044444444444444436	0
2	2	0	2	3	0	6	6	0	0	0
2	2	0	2	0	1	3	3	0.33333333333333331	0.22222222222222221	0
2	2	0	2	1	1	7	7	0	0	0
2	2	0	2	3	1	3	3	0.33333333333333337	0.055555555555555552	0
2	2	0	3	0	0	28	28	0.071428571428571452	0.00018896447467876051	0
2	2	0	3	1	0	66	66	0.13636363636363638	0.00028607755880483154	0
2	2	0	3	2	0	23	23	0.043478260869565209	8.5925416738271158e-005	0
2	2	0	3	3	0	10	10	0.099999999999999992	0.0011111111111111109	0
2	2	0	3	0	1	10	10	0.29999999999999999	0.01	0
2	2	0	3	1	1	23	23	0.21739130434782608	0.0021481354184567799	0
2	2	0	3	2	1	4	4	0	0	0
2	2	0	3	3	1	4	4	0	0	0
2	2	0	4	0	0	2	2	0.5	0.25	0
2	2	0	4	1	0	11	11	0	0	0
2	2	0	4	2	0	3	3	0	0	0
2	2	0	4	0	1	1	1	0	0	0
2	2	0	4	1	1	3	3	0.33333333333333331	0.22222222222222221	0
2	2	0	4	2	1	1	1	0	0	0
2	2	1	0	0	0	18	18	0.16666666666666666	0.04084967320261438	0
2	2	1	0	1	0	57	57	0.10526315789473685	0.00019786307874950537	0
2	2	1	0	2	0	19	19	0	0	0
2	2	1	0	3	0	7	7	0.14285714285714288	0.0034013605442176878	0
2	2	1	0	0	1	9	9	0	0	0
2	2	1	0	1	1	21	21	0.047619047619047623	0.00011337868480725626	0
2	2	1	0	2	1	6	6	0.16666666666666669	0.0055555555555555558	0
2	2	1	0	3	1	4	4	0	0	0
2	2	1	1	0	0	8	8	0	0	0
2	2	1	1	1	0	11	11	0	0	0
2	2	1	1	2	0	2	2	0	0	0
2	2	1	1	3	0	2	2	0	0	0
2	2	1	1	0	1	1	1	0	0	0
2	2	1	1	1	1	6	6	0	0	0
2	2	1	1	2	1	2	2	0	0	0
2	2	1	2	0	0	13	13	0	0	0
2	2	1	2	1	0	30	30	0.06666666666666668	0.00015325670498084296	0
2	2	1	2	2	0	8	8	0	0	0
2	2	1	2	3	0	4	4	0	0	0
2	2	1	2	0	1	3	3	0	0	0
2	2	1	2	1	1	7	7	0	0	0
2	2	1	2	2	1	3	3	0	0	0
2	2	1	2	3	1	2	2	0	0	0
2	2	1	3	0	0	28	28	0	0	0
2	2	1	3	1	0	61	61	0	0	0
2	2	1	3	2	0	24	24	0	0	0
2	2	1	3	3	0	12	12	0.16666666666666669	0.0025252525252525255	0
2	2	1	3	0	1	15	15	0	0	0
2	2	1	3	1	1	21	21	0.04761904761904763	0.00011337868480725631	0
2	2	1	3	2	1	4	4	0	0	0
2	2	1	3	3	1	4	4	0	0	0
2	2	1	4	0	0	4	4	0	0	0
2	2	1	4	1	0	4	4	0	0	0
2	2	1	4	2	0	1	1	0	0	0
2	2	1	4	3	0	1	1	0	0	0
2	2	1	4	0	1	1	1	1	0	0
2	2	1	4	1	1	1	1	1	0	0
2	2	1	4	2	1	1	1	1	0	0
2	2	1	4	3	1	1	1	1	0	0
